CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventYear,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20180324,2018,Cleanup,9.436171386,47.50629918,9.436930447,47.50564823
Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20180324,2018,Cleanup,8.513443532,47.39453926,8.5139733,47.3944089
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20180324,2018,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,katzenbach_zuerich_sanesim,CH,,99,Rural,Other (mixed),20180324,2018,Cleanup,8.513088026,47.42847285,8.512952828,47.42936038
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20180325,2018,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20180325,2018,Cleanup,7.587948481,47.59115102,7.58783016,47.59090377
Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20180325,2018,Cleanup,7.587318068,47.58940625,7.587464405,47.58973545
Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20180325,2018,Cleanup,8.698713288,47.21764584,8.698372227,47.21772673
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20180325,2018,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
gBqsPxAZ,Blankenberge,BE,North-east Atlantic Ocean,4307,Urban,Sandy,20180325,2018,Cleanup,3.110353698,51.31228726,3.166819781,51.32800453
Swiss Litter Report,thunersee_spiez_meierd_1,CH,,29,,,20180325,2018,Cleanup,7.657882391,46.7044368,7.658185572,46.70428087
Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20180325,2018,Cleanup,7.610348826,47.55821758,7.609944468,47.5580976
Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20180325,2018,Cleanup,8.394224168,47.27835446,8.394188671,47.27845497
Black Sea NGO Network || MELTEMI,Shkorpilovtsi,BG,Black Sea,162,Rural,Sandy,20180325,2018,Monitoring,27.89891667,42.95565,27.89926667,42.95421667
Swiss Litter Report,sihl_leimbach_kruegerm,CH,,99,Urban,Pebbels,20180326,2018,Cleanup,8.519119455,47.32543607,8.519485579,47.32629067
Swiss Litter Report,aare_k_iz_hoppej,CH,,22,,,20180326,2018,Cleanup,7.458170283,46.9345885,7.458467186,46.93457381
Swiss Litter Report,Z_ichsee-Feldeggstr-B_ningerSand,CH,,101,,,20180326,2018,Cleanup,8.547368237,47.35939223,8.547258755,47.35849086
Monitoraggio Strategia Marina  Ministero dell_mbiente,Caorle spiaggia Brussa,IT,Mediterranean Sea,99,,,20180326,2018,Monitoring,12.95896,45.62183,12.95996,45.62183
Swiss Litter Report,lacl_an_vidy_santie,CH,,27,,,20180326,2018,Cleanup,6.589607778,46.51831778,6.589910971,46.51844939
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cavallino Treporti spiaggia di Cavallino,IT,Mediterranean Sea,99,,,20180326,2018,Monitoring,12.57709,45.47764,12.57809,45.47764
Monitoraggio Strategia Marina  Ministero dell_mbiente,Golfo di Salerno tra Foce Fuorni e Foce Piacentino,IT,Mediterranean Sea,99,,,20180327,2018,Monitoring,14.83766,40.62785,14.83866,40.62785
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cesenatico,IT,Mediterranean Sea,99,,,20180327,2018,Monitoring,12.39182,44.21338,12.39282,44.21338
Swiss Litter Report,Emme_Utzenstorf_Gr_tert,CH,,9,Rural,Other (mixed),20180327,2018,Cleanup,7.539627,47.123696,7.53951,47.12369645
Monitoraggio Strategia Marina  Ministero dell_mbiente,Tarquinia,IT,Mediterranean Sea,99,,,20180327,2018,Monitoring,11.69628,42.23404,11.69728,42.23404
Monitoraggio Strategia Marina  Ministero dell_mbiente,Oristano Is Arenas,IT,Mediterranean Sea,99,,,20180328,2018,Monitoring,8.44399,40.04749,8.44499,40.04749
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cilento Cala del Cefalo,IT,Mediterranean Sea,99,,,20180328,2018,Monitoring,15.3199,40.02912,15.3209,40.02912
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,,26,,,20180328,2018,Cleanup,9.299551653,47.12182823,9.299250399,47.12170236
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Vito,IT,Mediterranean Sea,101,,,20180328,2018,Monitoring,17.2226,40.42472,17.2236,40.42472
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180329,2018,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180329,2018,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Monitoraggio Strategia Marina  Ministero dell_mbiente,Golfo di Napoli spiaggia tra porto Marina di Stabia e porto commerciale Castellammare di Stabia,IT,Mediterranean Sea,99,,,20180329,2018,Monitoring,14.48002,40.71012,14.48102,40.71012
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce Lato,IT,Mediterranean Sea,102,,,20180329,2018,Monitoring,16.98982,40.49248,16.99082,40.49248
Swiss Litter Report,Birs_Reinach_DiNucciN,CH,,36,Rural,Rocky,20180329,2018,Cleanup,7.607008497,47.5036817,7.607005388,47.50400169
Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20180329,2018,Cleanup,8.553682053,47.27269458,8.553417376,47.27282803
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20180330,2018,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180330,2018,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,vierwaldst_tersee_weggis_sch_erls_2,CH,,68,,,20180330,2018,Cleanup,8.417307579,47.04395301,8.418082376,47.04426291
Swiss Litter Report,sihl_z_ich_himmelhebern,CH,,30,,,20180330,2018,Cleanup,8.51861224,47.34305542,8.518661337,47.34333052
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vibo Marina,IT,Mediterranean Sea,99,,,20180330,2018,Monitoring,16.13743,38.71876,16.13843,38.71876
Swiss Litter Report,vierwaldst_tersee_weggis_sch_erls_1,CH,,23,,,20180330,2018,Cleanup,8.418568937,47.04453213,8.418664934,47.04472764
Swiss Litter Report,vierwaldst_tersee_weggis_sch_erls_3,CH,,67,,,20180330,2018,Cleanup,8.410800962,47.02995659,8.41128942,47.02945143
Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20180330,2018,Cleanup,9.320376016,47.41024245,9.320739558,47.41049912
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20180330,2018,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20180330,2018,Cleanup,8.477770133,47.4034956,8.478190512,47.40364429
Swiss Litter Report,Sihl_zuerich_eichenbergerD,CH,,47,,,20180330,2018,Cleanup,8.516696451,47.33958832,8.516876114,47.34000227
Swiss Litter Report,Z_ichsee_K_nachterhorn_Thirkell-WhiteJ,CH,,14,,,20180331,2018,Cleanup,8.576860181,47.3176849,8.576951828,47.31757357
Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20180331,2018,Cleanup,8.191873684,47.1286181,8.191974288,47.12875135
Swiss Litter Report,Aare_Brugg_BuchiE,CH,,20,,,20180331,2018,Cleanup,8.23655808,47.49485534,8.236561215,47.49467313
Black Sea NGO Network || MELTEMI,Ropotamo,BG,Black Sea,99,,,20180331,2018,Cleanup,27.75222316,42.32642378,27.75335518,42.32674128
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180331,2018,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20180331,2018,Cleanup,7.108311404,47.03839843,7.107976582,47.03861686
Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20180331,2018,Cleanup,8.689797231,47.35012739,8.689775815,47.3498032
Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20180331,2018,Cleanup,7.452097669,46.98936306,7.451373357,46.98999934
Swiss Litter Report,rhein_eglisau_gomringerp,CH,,6,Rural,Pebbels,20180331,2018,Cleanup,8.534584747,47.57331594,8.534512568,47.57334535
Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20180331,2018,Cleanup,8.478881171,47.10668688,8.478635696,47.10660264
Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20180331,2018,Cleanup,8.689880503,47.34743605,8.689901364,47.34720766
MELTEMI BalkanMed,Komi A,GR,Mediterranean Sea,104,Rural,Sandy,20180403,2018,Monitoring,26.04162,38.200606,26.0427,38.201001
MELTEMI BalkanMed,Komi B,GR,Mediterranean Sea,97,Rural,Sandy,20180403,2018,Monitoring,26.048199,38.202056,26.047095,38.20218
Black Sea NGO Network || MELTEMI,Ropotamo,BG,Black Sea,99,,,20180403,2018,Cleanup,27.75222316,42.32642378,27.75335518,42.32674128
Monitoraggio Strategia Marina  Ministero dell_mbiente,Milazzo,IT,Mediterranean Sea,99,,,20180403,2018,Monitoring,15.25044,38.21104,15.25144,38.21104
Plastic Change,Roskilde Vig Nord,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180404,2018,Monitoring,12.056157,55.660566,12.055791,55.66144379
MELTEMI BalkanMed,Apothika A,GR,Mediterranean Sea,51,Rural,Other (mixed),20180404,2018,Monitoring,25.885695,38.244116,25.885243,38.244406
Plastic Change,Lejre Vig I,DK,North-east Atlantic Ocean,97,Rural,Other (mixed),20180404,2018,Monitoring,11.965765,55.675735,11.96423,55.675801
Plastic Change,Roskilde Vig Syd,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180404,2018,Monitoring,12.06463072,55.656057,12.066131,55.65575
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180404,2018,Monitoring,12.04382643,55.67119801,12.04366129,55.67030767
Monitoraggio Strategia Marina  Ministero dell_mbiente,Litorale Domizio foce del Volturno,IT,Mediterranean Sea,99,,,20180404,2018,Monitoring,13.92952,41.02162,13.93052,41.02162
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina di Salve,IT,Mediterranean Sea,105,,,20180404,2018,Monitoring,18.2513,39.8355,18.2523,39.8355
Monitoraggio Strategia Marina  Ministero dell_mbiente,Torre Salsa,IT,Mediterranean Sea,99,,,20180404,2018,Monitoring,13.32976,37.36186,13.33076,37.36186
Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20180404,2018,Monitoring,11.99125,55.683035,11.99203,55.682251
MELTEMI BalkanMed,Apothika B,GR,Mediterranean Sea,48,Rural,Other (mixed),20180404,2018,Monitoring,25.884944,38.244545,25.884449,38.24474
Plastic Change,Sivholm,DK,North-east Atlantic Ocean,100,Rural,Rocky,20180404,2018,Monitoring,12.008501,55.681588,12.00824,55.68247
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vasto Localit? punta Aderci,IT,Mediterranean Sea,99,,,20180405,2018,Monitoring,14.67925,42.18082,14.68025,42.18082
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cogoleto foce Lerone,IT,Mediterranean Sea,99,,,20180405,2018,Monitoring,8.66206,44.39069,8.66306,44.39069
Monitoraggio Strategia Marina  Ministero dell_mbiente,Lavagna foce Entella,IT,Mediterranean Sea,99,,,20180405,2018,Monitoring,9.35367,44.30208,9.35467,44.30208
Monitoraggio Strategia Marina  Ministero dell_mbiente,Imera,IT,Mediterranean Sea,99,,,20180405,2018,Monitoring,13.95224,37.10206,13.95324,37.10206
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vado Ligure,IT,Mediterranean Sea,99,,,20180405,2018,Monitoring,8.4453,44.2806,8.4463,44.2806
Monitoraggio Strategia Marina  Ministero dell_mbiente,Capo Bianco,IT,Mediterranean Sea,104,,,20180405,2018,Monitoring,17.99845,40.64893,17.99945,40.64893
Legambiente Onlus,Marchese Maruggio (TA),IT,Mediterranean Sea,100,,,20180406,2018,Monitoring,0.000158196,0.000362027,0.000158205,0.000362027
Black Sea NGO Network || MELTEMI,Ropotamo,BG,Black Sea,99,,,20180406,2018,Cleanup,27.75222316,42.32642378,27.75335518,42.32674128
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cetraro,IT,Mediterranean Sea,99,,,20180406,2018,Monitoring,15.93316,39.51672,15.93416,39.51672
Monitoraggio Strategia Marina  Ministero dell_mbiente,Collelungo,IT,Mediterranean Sea,111,,,20180406,2018,Monitoring,11.02865,42.65128,11.02965,42.65128
Aarhus University - Denmark,"MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20180407,2018,Monitoring,12.12396176,54.80588175,12.12483001,54.80663181
Legambiente Onlus,Spiaggia dei Gigli Isola Capo Rizzuto (KR),IT,Mediterranean Sea,100,,,20180408,2018,Monitoring,0.000153132,0.000349619,0.000153141,0.000349619
Legambiente Onlus,Spiaggia libera di Lago Patria - Castel Volturno (CE),IT,Mediterranean Sea,100,,,20180408,2018,Monitoring,0.000125985,0.000367539,0.000125994,0.000367539
Legambiente Onlus,Arenile Castellammare di Stabia (NA),IT,Mediterranean Sea,100,,,20180408,2018,Monitoring,0.000130091,0.000365659,0.0001301,0.000365659
Monitoraggio Strategia Marina  Ministero dell_mbiente,Barletta Ponente,IT,Mediterranean Sea,105,,,20180409,2018,Monitoring,16.2525,41.33237,16.2535,41.33237
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180409,2018,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Swiss Litter Report,Birsk_fli Rusco,DE,,50,,,20180409,2018,Cleanup,7.617291605,47.55774291,7.617696603,47.55737978
Monitoraggio Strategia Marina  Ministero dell_mbiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20180410,2018,Monitoring,15.38882,41.90058,15.38982,41.90058
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20180410,2018,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
OceanCare Cleanups,Vendicari_pientka,IT,Mediterranean Sea,35,,,20180410,2018,Cleanup,15.10686723,36.83918467,15.10682026,36.83886794
Monitoraggio Strategia Marina  Ministero dell_mbiente,Roma,IT,Mediterranean Sea,99,,,20180410,2018,Monitoring,12.35542,41.69477,12.35642,41.69477
Marnoba,"La Fontanilla, C_iz",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20180410,2018,Cleanup,-6.090000153,36.27360916,-6.089000153,36.27360916
DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,Mediterranean Sea,101,Urban,Pebbels,20180410,2018,Monitoring,13.60225756,45.53593545,13.60188741,45.53680532
OceanCare Cleanups,vendicari_vetterhoward,IT,Mediterranean Sea,58,Rural,Sandy,20180410,2018,Cleanup,15.10701514,36.83952949,15.10728111,36.84000327
Aarhus University - Denmark,"Ris, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20180410,2018,Monitoring,12.08366018,55.6922447,12.0840066,55.69312056
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,Mediterranean Sea,98,Rural,Pebbels,20180410,2018,Monitoring,13.62157753,45.53652475,13.62061998,45.53709824
OceanCare Cleanups,Vendicari_Leung/Wang/Meze/Krust,IT,Mediterranean Sea,37,Rural,Sandy,20180410,2018,Cleanup,15.10721665,36.8395237,15.10703925,36.83922086
OceanCare Cleanups,Vendicari_L_mann,IT,Mediterranean Sea,42,,,20180410,2018,Cleanup,15.10642868,36.8377266,15.10652211,36.83810621
Monitoraggio Strategia Marina  Ministero dell_mbiente,Mondello,IT,Mediterranean Sea,99,,,20180411,2018,Monitoring,13.33224,38.19725,13.33324,38.19725
Legambiente Onlus,Spiaggia Canovella de' Zoppoli - Duino Aurisina (TS),IT,Mediterranean Sea,100,,,20180411,2018,Monitoring,0.000122674,0.00041097,0.000122683,0.00041097
Legambiente Onlus,Spiaggia Maganuco Modica (RG),IT,Unknown,100,,,20180412,2018,Monitoring,0.000133063,0.000329831,0.000133072,0.000329831
Marnoba,"La Jaquita, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Rural,Sandy,20180412,2018,Cleanup,-16.53861046,28.05111122,-16.53761046,28.05111122
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina di Castagneto,IT,Mediterranean Sea,111,,,20180412,2018,Monitoring,10.53989,43.14928,10.54089,43.14928
Legambiente Onlus,"Spiaggia di Levante (la spiaggetta), Terracina (LT)",IT,Mediterranean Sea,100,,,20180412,2018,Monitoring,0.000119099,0.000370881,0.000119108,0.000370881
Legambiente Onlus,Vallone Agropoli (SA),IT,Mediterranean Sea,100,,,20180413,2018,Monitoring,0.000134499,0.000362432,0.000134508,0.000362432
Legambiente Onlus,Baia Trentova Agropoli (SA),IT,Unknown,100,,,20180413,2018,Monitoring,0.000134499,0.000362416,0.000134508,0.000362416
Legambiente Onlus,Babbaluciara - Agrigento (AG),IT,Mediterranean Sea,100,,,20180413,2018,Monitoring,0.000121971,0.00033477,0.00012198,0.00033477
Monitoraggio Strategia Marina  Ministero dell_mbiente,Localit? Rio Vivo a sud di Termoli,IT,Mediterranean Sea,99,,,20180413,2018,Monitoring,15.00108,41.99509,15.00208,41.99509
Aarhus University - Denmark,MSFD Langerak,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180414,2018,Monitoring,10.14330979,57.0288766,10.14217783,57.02952728
Marnoba,"Alabortza, Gipuzkoa",ES,North-east Atlantic Ocean,100,Near river mouth,Pebbels,20180414,2018,Cleanup,-1.922777891,43.33333206,-1.921777891,43.33333206
Black Sea NGO Network || MELTEMI,Kamchiyski pyasatsi,BG,Black Sea,239,Near river mouth,Sandy,20180414,2018,Monitoring,27.8923167,42.9855,27.8926667,42.98335
Black Sea NGO Network || MELTEMI,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20180414,2018,Cleanup,27.8888,43.02536667,27.88898333,43.02396667
Marnoba,"Castilla, Huelva",ES,North-east Atlantic Ocean,100,Rural,Sandy,20180415,2018,Cleanup,-6.690494,37.070896,-6.689494,37.070896
Legambiente Onlus,Mirante Maruggio (TA),IT,Unknown,100,,,20180415,2018,Monitoring,0.000158024,0.000362011,0.000158033,0.000362011
Legambiente Onlus,San Cataldo  Ovest Foce del Fiume Nocella Trappeto (PA),IT,Mediterranean Sea,100,,,20180415,2018,Monitoring,0.000117363,0.000342073,0.000117372,0.000342073
Aarhus University - Denmark,MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20180415,2018,Monitoring,10.58123183,57.74860901,10.58281088,57.74891554
Marnoba,"Barrañán, A Coru_",ES,North-east Atlantic Ocean,100,Rural,Sandy,20180415,2018,Cleanup,-8.551274686,43.31019859,-8.550274686,43.31019859
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20180416,2018,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Vama Veche,RO,Black Sea,102,Rural,Sandy,20180416,2018,Monitoring,28.57783,43.7486,28.57829,43.74774
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20180416,2018,Monitoring,28.64046,43.95488,28.64006,43.954
Legambiente Onlus,Spiaggia Barcarello - Palermo (PA),IT,Mediterranean Sea,100,,,20180416,2018,Monitoring,0.00011932,0.000343248,0.000119329,0.000343248
Legambiente Onlus,Spiaggia Spinesante Barcellona (ME),IT,Unknown,100,,,20180416,2018,Monitoring,0.00013645,0.000342859,0.000136459,0.000342859
Marnoba,"Nosa Se_ra, Pontevedra",ES,North-east Atlantic Ocean,100,Urban,Other (mixed),20180417,2018,Cleanup,-8.812222481,42.13750076,-8.811222481,42.13750076
Mare Nostrum,Constanta,RO,Black Sea,105,Urban,Sandy,20180417,2018,Cleanup,28.65538,44.19412,28.65575,44.19321
Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20180417,2018,Monitoring,28.64498,44.0462,28.64536,44.0453
Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20180417,2018,Cleanup,28.62236,44.28098,28.62222,44.28002
Aarhus University - Denmark,Skomagerkrogen,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180418,2018,Monitoring,12.09103274,55.67006725,12.09031659,55.67087199
Aarhus University - Denmark,"S_der, Roskilde Vig",DK,North-east Atlantic Ocean,99,Rural,Pebbels,20180418,2018,Monitoring,12.08215544,55.66975815,12.08374761,55.6697621
Marnoba,"Nosa Se_ra, Pontevedra",ES,North-east Atlantic Ocean,100,Urban,Other (mixed),20180418,2018,Cleanup,-8.812222481,42.13750076,-8.811222481,42.13750076
Aarhus University - Denmark,Gunds_ille 2,DK,North-east Atlantic Ocean,97,Rural,Other (mixed),20180418,2018,Monitoring,12.10884682,55.71043415,12.10730552,55.71030463
Legambiente Onlus,Lido dei Pini - Lavinio (RM),IT,Mediterranean Sea,100,,,20180418,2018,Monitoring,0.000112925,0.000372926,0.000112934,0.000372926
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20180418,2018,Cleanup,28.63048,44.31021,28.63005,44.30936
Monitoraggio Strategia Marina  Ministero dell_mbiente,Forte dei Marmi - Vittoria Apuana,IT,Mediterranean Sea,99,,,20180418,2018,Monitoring,10.14639,43.97333,10.14739,43.97333
Legambiente Onlus,Spiaggia Marechiaro 1 - Anzio (RM),IT,Mediterranean Sea,100,,,20180418,2018,Monitoring,0.00011326,0.000372504,0.000113269,0.000372504
Legambiente Onlus,Spiaggia Marechiaro 2- Anzio (RM),IT,Mediterranean Sea,100,,,20180418,2018,Monitoring,0.000113243,0.000372531,0.000113252,0.000372531
Mare Nostrum,Corbu,RO,Black Sea,104,Rural,Sandy,20180418,2018,Monitoring,28.70474,44.36764,28.70428,44.36672
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vindicio (Formia),IT,Mediterranean Sea,100,,,20180418,2018,Monitoring,13.58848,41.24871,13.58948,41.24871
Plastic Change,Sels,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180419,2018,Monitoring,11.995539,55.732848,11.996107,55.732007
Monitoraggio Strategia Marina  Ministero dell_mbiente,Parco Naturale S. Bartolo di Pesaro,IT,Mediterranean Sea,99,,,20180419,2018,Monitoring,12.78907,43.9651,12.79007,43.9651
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20180419,2018,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Plastic Change,Kornerup ,DK,North-east Atlantic Ocean,100,Near river mouth,Other (mixed),20180419,2018,Monitoring,12.011989,55.654912,12.010532,55.654551
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce del Chienti,IT,Mediterranean Sea,99,,,20180419,2018,Monitoring,13.74143,43.29689,13.74243,43.29689
